i,X,Y
63,-0.46187518677403416,0.26496973604542967
64,-0.2938109560238889,0.006439772528294317
65,-0.4655242957895891,0.35714469170188434
66,-0.4524582466110496,0.2681728360665713
67,-0.37332884453021087,-0.007961856033710624
68,-0.31235940614879876,0.044122805942682725
69,-0.47328873130783744,0.13697961315023394
70,-0.46181454758181756,0.3286289013380277
71,-0.4297226361029298,0.2679750362798403
72,-0.6083406553625045,0.35014143576297574
73,-0.5542921682788432,0.3037781779777234
74,-0.3919360829746993,0.11495643171062646
75,-0.5381460390212901,0.06140926287176081
76,-0.49668672915418843,0.07760421595397002
77,-0.4400661266458751,0.21908902107049436
78,-0.4202917522447629,0.04811030721014253
79,-0.5064627820803532,0.01597275306154687
80,-0.4075426720037021,0.01581017018708549
81,-0.5912393934174629,0.16907899506908888
82,-0.5551195359876234,0.19757901759610402
83,-0.49242923685890877,0.11814227198766172
84,-0.36952005908352364,0.10745564419429654
85,-0.4642692132814716,0.04226883526324371
86,-0.5275700649001572,-0.012377399073014961
87,-0.47878150032634365,-0.22794434523937193
88,-0.5208415606866851,0.021245709211910456
89,-0.48017701160864773,0.1261810054066459
90,-0.32858866950008114,0.006788556167220317
91,-0.29792717614157965,0.3191674340596013
92,-0.4071909909051237,0.0879851010895103
93,-0.2936851124317916,0.08303659131213774
94,-0.27976451494764626,0.022737169175088452
95,-0.39213121976555515,0.12643700174398123
96,-0.49752419170529666,-0.023479100633805674
97,-0.6137400276877609,0.2730408342837006
98,-0.503793721841248,0.09492917121645227
99,-0.5004960226711336,0.09950799248154012
100,-0.5474292266817768,0.0702275014898871
101,-0.5277519383511577,-0.2173601961266417
102,-0.4499421259431656,-0.3312179308743404
103,-0.4344492327364722,-0.14371961417736243
104,-0.40480960743874206,-0.2871327286453141
105,-0.38026247729686374,-0.36631192261862633
106,-0.3877254388068643,-0.2865099419250326
107,-0.3009752448140409,-0.5015065092740107
108,-0.3898821728278199,-0.23703573724478086
109,-0.41441072313012456,-0.3186931982014293
110,-0.4743897977262618,-0.2508830131814679
111,-0.44907732456511573,-0.3061037136183489
112,-0.43108457364202063,-0.11577499257199851
113,-0.4767235322337759,-0.06569523716367487
114,-0.5065513778602088,-0.20793211052640942
115,-0.47610069447570585,-0.23996090180373028
116,-0.5413409197334336,-0.11730765156952734
117,-0.49757897946171936,-0.20633801333907958
118,-0.5598014568044088,-0.004981158677892089
119,-0.4742289717100629,0.12512991320521238
120,-0.5083226636670795,-0.11539150122643682
121,-0.4000354440725937,-0.15965407946166066
122,-0.5160940152193226,0.04484288115695237
123,-0.5280284176409695,0.16803378657843354
124,-0.5899112007909902,0.1081388072898138
125,-0.4966409742457145,-0.22541904658997808
126,-0.4740032707918445,-0.1462619466168696
127,-0.47372779461570325,-0.2855973565743011
128,-0.5234622144182771,-0.3861131653174306
129,-0.3741847677301302,-0.3009634460240209
130,-0.47432596522771786,-0.2637327268567691
131,-0.20064512606742366,-0.3925274604085511
132,-0.2074515314725418,-0.27255703898568295
133,-0.3247084568409274,-0.3082095362620951
134,-0.5664018589889339,-0.20328438529045734
135,-0.5018848966917677,-0.27579759765877576
136,-0.4284328167090609,-0.12173330706211097
137,-0.6127089016817849,-0.11608458723784802
138,-0.5005985179950262,-0.3913683636786366
139,-0.43751023397419153,-0.4256415748453139
140,-0.48356736365132424,-0.39888073806393615
141,-0.5662814968748459,-0.19220394818292208
142,-0.3871348984985072,-0.30061542739081654
143,-0.3430907374629049,-0.2617779396211497
144,-0.39906490198452943,-0.1883035422117419
145,-0.4498561543671031,-0.17346941685884304
146,-0.2731911923501385,-0.26970423637380014
147,-0.41638271088757184,-0.36111323138306384
148,-0.510741775858488,-0.3009135957195181
149,-0.4664599348001698,-0.4782419916599019
150,-0.4711972996817232,-0.21226814000725328
151,-0.36600310073342146,-0.19703688594827826
152,-0.4951890257265265,-0.24617767661919657
153,-0.504811458361454,-0.0825878654925121
154,-0.5820392067439901,-0.21023767111345174
155,-0.5630836867830348,-0.14238636821010708
156,-0.4080964064121219,-0.4370232170269167
157,-0.5413446830917577,-0.26457717297809985
158,-0.629006703150939,-0.10106668636918865
159,-0.6304646191141512,0.0008322057902403929
160,-0.5493087645890778,0.13434242263424712
161,-0.5144903541598942,-0.21597650052014905
162,-0.38464644761748923,-0.19774971853011705
163,-0.530623123425249,0.03613753213987737
164,-0.6162657770222169,0.1536212655854626
165,-0.5694972823355987,0.07058055354979084
166,-0.5291417323959615,0.2795167916502885
167,-0.4554207639633254,0.09016402530164223
168,-0.6134842293457011,0.15880117591546036
169,-0.627964965969448,-0.05943731114898305
170,-0.47505252903294415,-0.04091151131843597
171,-0.5659956179460225,-0.062279127408768314
172,-0.5701955005619623,0.24987434285885973
173,-0.5557072984072118,0.19469984166904927
174,-0.528824235626747,-0.09760401670944414
175,-0.5842630154512216,-0.15279773447787187
176,-0.5157993975101692,-0.20258013458510246
177,-0.4969674397252138,-0.0749438170464951
178,-0.5606077424450893,-0.1336697922931169
179,-0.5523539404633425,-0.09589755963855504
180,-0.5787629205466299,-0.030957834314317013
181,-0.6303880829015446,-0.09808363449447234
182,-0.2551153436061447,-0.36141104680647645
183,-0.44750528381380783,-0.3205233520035976
184,-0.44166482322367306,-0.38596195623160484
185,-0.5570394466035025,0.18045345850407102
186,-0.6526545393037555,0.07464010195570947
187,-0.6253024887279638,-0.03948438191192433
188,-0.5121167236721542,-0.22472125500537937
189,-0.46641684140346945,-0.2989722818430091
190,-0.43079160884873896,-0.2260165556350279
191,-0.44310422580278613,-0.2413196332273266
192,-0.4602255696033888,-0.19515118583525265
193,-0.6150694676721609,0.1574946683331121
194,-0.6416893527452993,0.30001317168309805
195,-0.6121177951992818,0.2687654961548765
196,-0.49958856285789527,0.09039351713646954
197,-0.44345709630345487,0.08546069707473271
198,-0.3121375012669804,0.050015890274085394
199,-0.4511286934300384,0.28056615796657036
200,-0.3884686164152497,0.118058841487273
201,-0.383571288172779,0.13648411159210344
202,-0.36365302297434055,0.019125468237778352
203,-0.40691168936007993,0.19658800936492954
204,-0.37876039423543384,0.14310384957170214
205,-0.5679763176393339,0.4160973713814609
206,-0.46384482849297043,0.3873778993484877
207,-0.46651534990994875,0.31021187241367715
208,-0.5103256107191587,0.17156441179266363
209,-0.3193855381438362,-0.12141082958848422
210,-0.505319437439752,0.07032855432103084
211,-0.5062467875643281,0.11046336142703062
212,-0.5726258817773262,0.09555797534010156
213,-0.549806686816173,0.27614564142278253
214,-0.6109197708051308,0.37639002196060767
215,-0.5355019295327239,0.3374206138225697
216,-0.6325846562605729,0.3363352420485395
217,-0.514457104184039,0.23033760202983716
218,-0.6268695369902643,0.4019411067076383
219,-0.5735149076014717,0.15703392432076155
220,-0.5950189007237746,-0.04912584451055928
221,-0.6602827729658849,0.02922726066883465
222,-0.6067979196687713,-0.12535171848796128
223,-0.5911800280498214,-0.04353667480023206
224,-0.6084063194683116,0.017323068608062063
225,-0.6173640224116387,0.16896384191089278
226,-0.6323108818021121,0.17239758549958217
227,-0.6639789518829143,0.12636682330270985
228,-0.6007488652540622,0.22734789714744652
229,-0.6727245431121094,0.27181246301286033
230,-0.647284491767925,0.22190124857685256
231,-0.6764488903599464,0.12628750846623768
232,-0.6128920168577137,0.14374822831251025
233,-0.6097392029781684,0.07427302229670957
234,-0.5331968109657803,-0.006849298509871187
235,-0.3935837495974124,-0.3297485559370599
236,-0.506366018011926,-0.158141110569688
237,-0.6029798457764373,0.21928564431567052
238,-0.6185321708893095,0.0490200043898418
239,-0.6517130714572074,0.05896784198631226
240,-0.5976221367487633,0.1492249773229136
241,-0.5344209060770392,-0.03917095900339811
242,-0.6325947527862622,0.14921990176155767
243,-0.6347077433995241,0.10566676245761146
244,-0.5923979375556268,-0.028411269057639132
245,-0.5615909226149001,0.09518234660873626
246,-0.6348924729633278,0.052735436291508044
247,-0.5870648711356635,0.25690827777766134
248,-0.5270466768606925,-0.01572373849534974
249,-0.5623966971765758,-0.04088088532143246
250,-0.47509552235151703,-0.06702940019817054
251,-0.3812158348107491,-0.3471903450639307
252,-0.18277519798206288,-0.4766265456273243
253,-0.42821693039270864,-0.4267718564554544
254,-0.3433398910517018,-0.4825219105075934
255,-0.24462072703519155,-0.3932506721379544
256,-0.19144753293950081,-0.4458442819329388
257,-0.33255465195543515,-0.29201328176851205
258,-0.34222628704080565,-0.2693136607007991
259,-0.4454362133550212,-0.20989158113395143
260,-0.4219812041015887,-0.2616391744941684
261,-0.5140162055577066,0.13251572042971987
262,-0.5345515152441291,0.106211297313449
263,-0.435399300234218,0.08095568500942248
264,-0.5381104045017013,0.3406812768979842
265,-0.4516157158244648,0.13541430833201398
266,-0.46761155118177,0.14417244545242802
267,-0.5401824035108985,0.20089359784800193
268,-0.44102686844250405,0.3081874282212873
269,-0.38370496706648205,0.03956182187276858
270,-0.5067296001098508,0.16880710144886601
271,-0.5216059083526766,0.17125882996603267
272,-0.5612545730174163,0.23587446754867855
273,-0.5036954561253945,-0.1451549672822398
274,-0.5410542625382398,-0.023661251630316255
275,-0.4860141556825284,-0.10683616448639385
276,-0.26936533650707856,-0.43700805893225175
277,-0.4039913848560422,-0.2990045378981542
278,-0.3644336638479305,-0.3439176741757108
279,-0.18590936745601347,-0.434341700430408
280,-0.4972817535102366,-0.16346478380748944
281,-0.4337215095438612,-0.34555692350729567
282,-0.41415620629184885,-0.3808408711899855
283,-0.4441677233714359,-0.1614291022399918
284,-0.5507409223657765,0.16480264075352907
285,-0.48378758026616,-0.19229808511735105
286,-0.4508583040494204,-0.3032254104079186
287,-0.4206984683491417,-0.4115057594776982
288,-0.4165733495237626,-0.3285745145949747
289,-0.4934131521346635,-0.2859002268492138
290,-0.5619043977623841,-0.08359987970341812
291,-0.39500034077310553,-0.2749409589319043
292,-0.4452703769545639,-0.17398289966749036
293,-0.5952649943966299,0.02176160854206351
294,-0.5194037696645424,-0.2560103274383535
295,-0.45645732342702156,-0.23198594203084358
296,-0.5191476983649644,-0.035323747160981016
297,-0.48553068901143337,-0.08884615040849746
298,-0.5897298403267359,-0.12982303317924523
299,-0.5740127035071675,0.08240761778727136
300,-0.5164532662206436,-0.15096688745782139
301,-0.520908733151535,-0.026121088248422866
302,-0.5671591479956839,-0.1720806842579495
303,-0.3527396096472409,-0.39430970950616256
304,-0.1448471098184025,-0.45930785636340593
305,-0.4384928763151454,-0.32603045785523627
306,-0.4856939957128185,-0.3427412718364617
307,-0.5720625991508408,0.033213461777623625
308,-0.4989849937036487,-0.08483677933867616
309,-0.47779416875058683,-0.01612614573203612
310,-0.5052996932391388,0.17212100911788283
311,-0.5411162158369525,0.17815035741762575
312,-0.6312910952576082,0.13474721097497852
313,-0.5650937337058108,0.12339079777426928
314,-0.49681441373670004,0.08550962320815148
315,-0.4952731654596415,0.06763816857628513
316,-0.5056516856520907,0.09719580263723544
317,-0.604993586971229,0.10612018257906002
318,-0.6093948734297062,0.248589822496542
319,-0.6499210168120712,0.40256941095552806
320,-0.6201074363157763,0.32733591062269735
321,-0.5981543560657134,0.33186481776701404
322,-0.5281246287386792,0.3280314018049623
323,-0.5190302626473571,0.3061618026772059
324,-0.4961928820601615,0.04199001007191636
325,-0.27817522938548134,-0.15088055131216438
326,-0.12925362016147854,0.041200729300795276
327,-0.20936373049180515,0.09091414303275083
328,-0.22947684850328798,0.18687914594272864
329,-0.24888680789400658,0.049628739572021546
330,-0.37833061734466206,-0.008134252310307514
331,-0.3924208695331479,-0.03295112801975111
332,-0.4605094834920789,-0.010614033306223824
333,-0.4362557852077979,0.12629884645208486
334,-0.5996732620638948,0.08687100480506355
335,-0.4341393261980146,-0.22070323755739354
336,-0.3500507684370558,-0.12455649984411765
337,-0.3442999681621333,-0.36630683158376875
338,-0.34735758709762965,-0.20867830331577922
339,-0.44125575968481257,0.036544616516427327
340,-0.5061005551666549,-0.25392211147552485
341,-0.39303167246942555,-0.21319207727072859
342,-0.42894476169922297,0.0847494829710922
343,-0.4826914958419788,-0.16070426159085727
344,-0.5781916495682973,-0.07869020822765532
345,-0.537503404803967,0.03759860259357583
346,-0.5130062583351971,-0.1638904040973677
347,-0.443233460016665,-0.2600169518856708
348,-0.355480139759003,-0.29718274606323986
349,-0.38171507635571283,-0.43249299161564836
350,-0.4877660836975507,0.17412096633795812
351,-0.4558182793722643,0.07416348456031185
352,-0.4777534935686846,0.2505665339000699
353,-0.5230408820748924,0.13920459518360287
354,-0.3987758122725094,0.10370468030742709
355,-0.26665558225565317,0.1909761435080737
356,0.026481818524791617,0.07170412886809947
357,-0.48713328993172306,0.25672258032725126
358,-0.35010924368582796,0.16433425984366995
359,-0.4193143640889096,0.10866992246576106
360,-0.3671233720574154,0.07365191917062563
361,-0.518767925168314,0.19104522813151464
362,-0.46150958095622435,0.19050312811107456
363,-0.40694931724382666,0.09648887408664746
364,-0.46971619466325576,0.13634362802461303
365,-0.44713060483924416,0.13978829829462736
366,-0.4710312518772471,0.20859135635548479
367,-0.6197340199959213,0.3909711677659254
368,-0.5257505575102331,0.186825939509778
369,-0.5412558978718438,0.27646152452583317
370,-0.4535416118572285,0.2597840243562693
371,-0.42366507852906377,0.19810855590338927
372,-0.5093373819993084,0.30170487206512797
373,-0.2830172830302945,0.11318773675589976
374,-0.49281224150319625,0.14778782689005263
375,-0.4752924151522902,0.14588935113345985
376,-0.48726435234680004,0.06064764880944132
377,-0.46053704840072746,0.16006991233620504
378,-0.49708707633766885,0.3222707545376309
379,-0.43517971831420116,-0.03523168500637545
380,-0.5049933266439308,-0.04230039357184365
381,-0.5016063373060335,0.06723460416100101
382,-0.4361863772879004,0.13701122881526684
383,-0.5695860451471334,0.1864484214280785
384,-0.6273909762901985,0.1340791936274498
385,-0.5677441309192794,0.1514117614075796
386,-0.5227196819237959,-0.05842500599397141
387,-0.5784923339358569,0.018190098800204068
388,-0.4971526649745917,0.023165445850352656
389,-0.3849155184258324,-0.4493633993488564
390,-0.44421315373101705,-0.15226800202810092
391,-0.4999946986582303,-0.04149322337405943
392,-0.461615540051133,-0.05264020114229729
393,-0.44932541943891274,-0.25847380945755033
394,-0.4967038190933725,-0.019900603796199925
395,-0.5887697616181072,-0.025768918544622346
396,-0.5884656971271559,-0.0034745877334698004
397,-0.5645045150205661,-0.17694984599795976
398,-0.5100112902599099,-0.06884715148974944
399,-0.5059772516397497,0.09418411713505881
400,-0.5456952707605155,-0.059178575339570626
401,-0.6182933098219975,0.20247782572343861
402,-0.5622259375138193,0.2563966385822592
403,-0.5314336211336071,0.2633445408247196
404,-0.6451529240549068,0.20634386130257967
405,-0.5692732422614977,0.31818706832086335
406,-0.5580525337143286,0.30741098085559826
407,-0.356273440842174,-0.13957167212175076
408,-0.4228439312207222,0.11445410408229982
409,-0.5377621149294104,0.08382935671326866
410,-0.44770941347917964,-0.005928060375140674
411,-0.3948645955947054,0.02962202723535636
412,-0.3863367382023584,-0.09758426920757443
413,-0.4074943588109185,0.18616361768583045
414,-0.5240670940949643,0.14171411175432358
415,-0.37381010325414743,0.13699368847696627
416,-0.20315102243426603,-0.482077304248654
417,-0.4559293018716052,-0.314776556900867
418,-0.4274530453688425,-0.30142223818887787
419,-0.49751305713823296,-0.09380435241679906
420,-0.5213667352123343,0.12693684553893594
421,-0.49649104376058545,0.04327682025219119
422,-0.43849038755151926,-0.15272844517491685
423,-0.31130028702628537,-0.33914438927257534
424,-0.26469468630014753,-0.28524005701331195
425,-0.27252061308583536,-0.3664244984908751
426,-0.46736302117874584,-0.36254000250385326
427,-0.31030888824014075,-0.10414897771054217
428,-0.5563955855760085,0.0831975923728803
429,-0.6732103128871157,0.23973626175469326
430,-0.4664766412959612,0.19971364438578387
431,-0.44919550153303484,0.0664042841580103
432,-0.3095418867078167,-0.02050901294752767
433,-0.534486514294774,0.3557525961200876
434,-0.5546829105954527,0.1076811136697362
435,-0.4951965197469905,-0.20313173689432745
436,-0.5315445627276829,-0.07033308556505816
437,-0.48599276134558633,-0.32823310116167626
438,-0.5157774823197511,-0.18845140011166325
439,-0.4969067686858457,-0.21359200584159427
440,-0.6025639727716862,-0.12911821102025967
441,-0.5346464582090314,0.258728369536953
442,-0.5187212612507246,0.22488386280776806
443,-0.5767987037474437,0.31970582405592973
444,-0.4639715909149494,0.27755803493392733
445,-0.49897296033454847,-0.023197079795828038
446,-0.5089890945933985,-0.14874826333366256
447,-0.5235356022789929,-0.1407923026339818
448,-0.43124777838674677,-0.22680654467826059
449,-0.4210447056383791,-0.394341745541541
450,-0.4219648151839786,-0.2509388647924387
451,-0.3802779652162761,-0.30043777584856646
452,-0.40164275686862855,-0.25977206689069027
453,-0.3749539032467492,-0.26556808265190807
454,-0.22172661256532222,-0.23092307684039712
455,0.14010353019311675,-0.5203443695303909
456,0.14941421533675692,-0.36509701149697127
457,0.21313977096113093,-0.5140726660123297
458,0.1700654025090835,-0.15864178450571703
459,0.2137454240437148,-0.3582933288741771
460,-0.05857540680494333,-0.3846797860099004
461,-0.12136710441395886,-0.11548481909099938
462,-0.023167054631832627,-0.5714058186196639
463,-0.28990428049349615,-0.25452936398356185
464,-0.18309327476387124,-0.43754347051123493
465,-0.2999790136841649,-0.23581780965750618
466,-0.4080894668762646,-0.2822406711607109
467,-0.6276140859366776,0.23255863321803377
468,-0.5943799205501631,0.24810000222798287
469,-0.5352946694298034,0.4741915304153125
470,-0.628210410645435,0.30545981504645425
471,-0.5156254941140671,0.26540443793230445
472,-0.31605696409195044,0.09824070544975998
473,-0.23771780204359297,0.14990254595599192
474,-0.24912162281190725,0.27379648393783623
475,-0.34163564726404155,0.317450843759536
476,-0.48023783833176975,0.33890105188531966
477,-0.5092256119251566,0.29987970039560025
478,-0.2917328431433703,0.13417246116159584
479,-0.459436082489163,0.09009517446045046
480,-0.4665635324044996,-0.15922066411378388
481,-0.6115010049932247,0.30296514033241334
482,-0.4606503748503077,0.28118014546645753
483,-0.4590215846264511,0.22027600033575764
484,-0.40179723717417865,0.20705396244793814
485,-0.5827752302852872,0.32837341598711267
486,-0.5149437245727648,0.22166144344898908
487,-0.5842588940132015,0.2682982626963161
488,-0.523615317097859,0.17178929693439823
489,-0.4912568203176498,0.0535367897951632
490,-0.5922138118105259,0.251490849614318
491,-0.66667869812657,0.44782188362022196
492,-0.5537269054092943,0.2941802125028879
493,-0.6214324242196125,0.2606789236094277
494,-0.645070048125356,0.2452161100138598
495,-0.541801517141179,-0.10096221298834777
496,-0.49006208925174405,-0.18761080575786193
497,-0.4190139316505595,-0.3382162653977405
498,-0.4750134341400742,-0.25996389968535893
499,-0.5174064755390448,-0.037612157209985696
500,-0.4116902013819519,0.001294445068581126
501,-0.6082420965485354,0.09544601699502013
502,-0.4041377972155907,-0.09377585516013717
503,-0.5316618872963135,0.05352239791486687
504,-0.6051290294626662,0.0470660749114903
505,-0.6076048715711663,0.06705718944960304
506,-0.5534131413222672,-0.01499073535156537
507,-0.5444816417554482,0.14590980799483702
508,-0.5666469672267116,0.335972048798389
509,-0.4915860064932138,0.35943264969460736
510,-0.5841838681429674,0.2742785719986756
511,-0.5652666729295209,0.1406496633189115
512,-0.6413762552871276,0.23185260412353215
513,-0.5584015681899238,0.2858040442431009
514,-0.6527233233764179,0.34466900836910613
515,-0.5830314139559455,0.29701543062474717
516,-0.6593468472102518,0.410883380098157
517,-0.5931353603455938,0.5102811735736412
518,-0.582506700857438,0.4185105211023173
519,-0.5443344292579831,0.543345930971296
520,-0.594077655712855,0.5479979285977946
521,-0.6298396405331148,0.5135805961033876
522,-0.6131179334211844,0.43838924518266786
523,-0.530256391816866,0.3673674189454753
524,-0.5112023842416358,0.4120475779948361
525,-0.6684121473047396,0.5019166756388411
526,-0.53831066205091,0.5056279768027322
527,-0.7161765505519202,0.5792234740171016
528,-0.6735775057390743,0.6199620323244233
529,-0.6076683770926536,0.467864181534331
530,-0.5504450502914051,0.3804257819337447
531,-0.42557673877787,0.309144364739201
532,-0.3936357972851305,0.03531507115736915
533,-0.4034146891387391,0.06784067993499096
534,-0.47970892419090727,0.007836701615444561
535,-0.236980490665155,0.12364960366771989
536,-0.4341057708532101,0.23004296815732278
537,-0.3940438458500016,0.13593358636048636
538,-0.4917260666163719,0.14315472666493487
539,-0.4801003635637193,0.15463011835778526
540,-0.5235041509949724,0.1725754207243342
541,-0.5855831144339855,-0.06884159619379018
542,-0.6317083045295291,0.15503850845400394
543,-0.5256212113440096,0.09613342657072921
544,-0.399241393911847,-0.3102336386167681
545,-0.5181188247013182,-0.1295319322065564
546,-0.4066117037037668,-0.05162359506369508
547,-0.34529322858136857,0.13457290858987156
548,-0.24015832003256138,0.19541385771906053
549,-0.26937514675125906,0.276695849319363
550,-0.24607497546877874,0.15087974772456428
551,-0.3086459641521612,0.11154634260859535
552,-0.15177394022346888,0.1091275339746114
553,-0.33040473707298573,0.2613135382657555
554,-0.05830790398163675,0.037071424204501865
555,-0.2127901525397856,0.09915934139182368
556,-0.10888999438725137,0.04870113529489446
557,-0.2106659372036002,0.23633340098193786
558,-0.2891047460137348,0.217464081794114
559,-0.15878850764162886,0.2686915581201339
560,-0.31319670163320756,0.12244309133816736
561,-0.25607808676465915,0.33520035128461373
562,-0.24687587501204525,0.14684073982273643
563,-0.20772594853147006,0.09989152121479244
564,-0.09865441161271774,0.22546289250534263
565,-0.3799033517283052,0.2172020088679759
566,-0.5415299079526803,0.1944943138602916
567,-0.4995007874440887,0.3631465874316207
568,-0.5430920841493536,0.3362463648898947
569,-0.5004117780782835,0.24524520616028028
570,-0.6203219574613644,0.19972195017136413
571,-0.4920572433975035,0.2516461754900572
572,-0.5095110036082867,-0.023221864611080636
573,-0.4018395792884824,-0.21677455759229353
574,-0.48230072737300256,-0.08607742188529993
575,-0.5534973108107972,-0.07474689942088851
576,-0.549971595576044,0.04190652909574317
577,-0.4765209385685248,0.11841893027491979
578,-0.5726077093248743,-0.07213440433285108
579,-0.5238651631320361,-0.006345956861988864
580,-0.37626477252584606,-0.21236921306582796
581,-0.5247058883454063,-0.18056900498078693
582,-0.538005583985649,0.0854637939039124
583,-0.5479722974700271,-0.2640368312780618
584,-0.5945961762103196,-0.10808863454238846
585,-0.5756784192458624,-0.16774513935194682
586,-0.5637574422601987,0.0355867338465666
587,-0.6110659675320868,-0.1494230273775696
588,-0.4733871188040082,-0.468335227242244
589,-0.4749891645301335,-0.3286686027213868
590,-0.5297688300882221,-0.09792842701658022
591,-0.2011207050866909,-0.4499201868043724
592,-0.14411173473038486,-0.2625352113156885
593,-0.3913589282688574,-0.2314459467250298
594,-0.4299834947713366,-0.2851591350652823
595,-0.48504626050622,-0.23728919405805743
596,-0.4416039443876433,-0.22472772259401952
597,-0.5081722924623311,-0.2109438514317025
598,-0.44040050825644056,-0.2504780177235655
599,-0.5362766860926044,-0.17925246986095034
600,-0.6543107061794302,0.07087097124301353
601,-0.6202166453881337,-0.13964805148442802
602,-0.5225298874822211,0.0891797735057679
603,-0.37555282397953543,0.012051148954537154
604,-0.3144576640081128,-0.1962617051547374
605,-0.038312092392412504,-0.4732981903975115
606,-0.34827811262503916,-0.31303421071069976
607,-0.2875225853053395,-0.1911271397971509
608,-0.48508297396274647,0.03899440457345007
609,-0.5311235688978356,0.1707006803914305
610,-0.582683918540348,0.12151357214974591
611,-0.6352085680855978,0.2362090331754959
612,-0.5764232660613043,0.141518121309852
613,-0.5785305481620285,0.01234326033750987
614,-0.585632045208009,-0.08902733035384056
615,-0.6263687688109898,-0.022092725936653568
616,-0.6408132783941037,-0.09374528168861385
617,-0.530231607084042,0.02390542873257931
618,-0.5289428078283653,-0.13004647510168796
619,-0.5400198466393185,-0.07417025386968124
620,-0.4747356113871078,-0.12095139165293002
621,-0.5129811486779444,-0.07868242299130385
622,-0.5497111391164846,-0.1301528444901806
623,-0.4734166316063036,-0.17864570726064954
624,-0.5552083788575909,-0.08548328236890049
625,-0.5764501738909329,-0.18565590355456799
626,-0.42755055534348396,-0.2605507606269168
627,-0.5738709587152063,0.28240857788262036
628,-0.5780504803006674,0.20319112149923038
629,-0.5397312388089696,0.34100114606036747
630,-0.5036543771763033,0.21412397801406202
631,-0.5876723133034496,0.15425478647315713
632,-0.41611068268158935,0.00910445014453865
633,-0.43340712770805745,-0.17180438292244746
634,-0.5486847006658719,-0.1399923228450729
635,-0.48547085446110744,-0.1628380649409437
636,-0.4997726647989291,-0.05857418751332854
637,-0.5602008183525172,0.00750529638268129
638,-0.4058433510013507,-0.1672483883158306
639,-0.5341753834752269,0.0509797218810325
640,-0.6110121645536901,-0.17466193174369715
641,-0.582508207904991,-0.04967774413446982
642,-0.47874635411707595,-0.14537383531623738
643,-0.47883909508969275,-0.10104781157260825
644,-0.45964803864256204,-0.22446526937554678
645,-0.45252091589585086,-0.3162909739465941
646,-0.4218525255821272,-0.2815809322315253
647,-0.49730630681639226,-0.27715970921168664
648,-0.5852706215629421,0.22548230098483554
649,-0.6037063645175522,0.3114932599198481
650,-0.5379768530190983,0.12882090602787277
651,-0.5715847755150197,0.2149461478454024
652,-0.5875173138494495,0.10533821392439052
653,-0.6832956677569119,0.05192954496380121
654,-0.611979568539416,0.10846724638197858
