,Res_3_2_phi,Res_3_2_psi,Res_4_3_phi,Res_4_3_psi,Res_5_4_phi,Res_5_4_psi,Res_8_4_phi,Res_8_4_psi,Res_8_4_omega,Res_9_8_phi,Res_9_8_psi,Res_6_5_phi,Res_6_5_psi,Res_7_6_phi,Res_7_6_psi,Res_9_8_phi,Res_9_8_psi,Res_10_9_phi,Res_10_9_psi,Res_11_8_phi,Res_11_8_psi,Res_11_8_omega,Res_12_11_phi,Res_12_11_psi,Res_14_11_phi,Res_14_11_psi
1555,-146.10945394296346,-94.59188926620006,-151.73327333109404,-88.21708420497114,119.00788118757369,61.53890167587475,-153.2800054285851,60.46080693025494,57.30764438470118,124.51711411410919,-163.9086397107394,141.95062169651098,-88.98003274160992,-125.40661019815352,-73.65176593815931,124.51711411410919,-163.9086397107394,-103.342361847319,-75.57167352731263,-167.4673948065103,-74.9640593624119,-161.9255649018512,-127.79036503679984,-69.01965913479485,141.32499969703332,-70.17875672154533
1556,-128.8678763153876,-85.29753615308123,-98.79905953074193,-79.47871352383167,120.88992928314194,61.579854334494044,-165.60636325372002,66.58614153167832,39.615822509645575,115.59349341008055,-149.38441866838852,168.84837059989405,-90.81818388839622,-120.7406131425258,-75.85224895789503,115.59349341008055,-149.38441866838852,-151.12490366452124,-111.75023839015209,160.93206589945524,-78.1110791207319,-153.3023963756598,-115.60853365427889,-67.24841110043111,148.89402431873233,-78.1316277825481
1557,-123.23464582684419,-75.12496040467954,-94.68682425410893,-69.27444917430638,98.7318486703815,66.688790764128,-178.7186822779432,87.85431080867059,43.606539161832885,93.63030402655075,-150.13940567564327,171.92486479506502,-99.3856596532053,-118.36174639332543,-62.495402498297075,93.63030402655075,-150.13940567564327,-117.70427705622473,-86.68496496023498,-176.451690824852,-76.19268334582647,179.6908540969336,-98.7399942762302,-69.64984181325916,135.45928278600732,-67.01939989523235
1558,-131.6919615921061,-62.51868377577829,-111.12498096192229,-71.10952643231523,101.55480598299212,65.45094321637002,159.48559220354633,77.43864613942424,71.79214285698514,97.29425845732743,-140.35965715906195,141.9793771710003,-88.29812042649094,-111.19542840263911,-67.20861973233983,97.29425845732743,-140.35965715906195,-127.50631193085118,-82.39449300223238,172.24057592751376,-64.58593908950037,-173.2127620045414,-124.2529448447041,-62.18465949582673,148.12265098430888,-67.21441933412218
1559,-149.048505445453,-98.7833000610465,-113.88171684261097,-73.73740745196608,70.02006970053247,44.54459486896548,167.92382379883185,100.85934066245196,63.838123529420216,103.73937847929324,-160.5828737503742,156.76052429686587,-96.60826087576169,-143.45078308438696,-55.639029228069965,103.73937847929324,-160.5828737503742,-110.51620170660293,-65.4093135332779,-146.49633535391314,-83.5368930878275,-168.499207047621,-114.68857283931813,-67.71189361306801,132.98226595084301,-64.76463985473785
1560,-146.18189514282116,-98.13312721299441,-129.77424856061978,-51.08315763381452,80.14582688808544,49.11140061800976,159.33017879103696,99.01047957057186,70.73665454624806,113.45706158340283,-149.1107891122151,164.49117933460215,-86.03978386205657,-109.7107933240161,-74.0696405468905,113.45706158340283,-149.1107891122151,-114.91878938146532,-71.34543250735192,-172.79926637277444,-85.03270302732788,-161.34409343673988,-113.76170466305581,-61.86030131777648,138.88357782714618,-65.00594731185289
1561,-116.38817187824814,-66.64365717210026,-138.83149619131734,-42.83016332428602,90.1666968655047,75.93329222866242,172.96019955225998,100.41293343143873,64.31678716902275,118.22509732967852,-159.87554686775968,123.37861605742803,-76.50989673010724,-121.07541623089607,-74.40345647916614,118.22509732967852,-159.87554686775968,-117.93605916989455,-50.02893526976487,-155.27094973256652,-77.35217354068567,-175.09435488869184,-121.14876572942754,-72.28415456822454,144.68716521785814,-72.02312206475179
1562,-128.97394364107558,-76.14498356120777,-125.02139182886935,-81.56907083516627,92.89641925933849,62.558916549143,-148.6264706211487,65.48298671899717,54.608155431893415,152.18796947791475,-77.76592008457216,154.99358845946279,-71.92734003591696,-122.56308052752115,-82.30954066436134,152.18796947791475,-77.76592008457216,-132.15311951753532,-64.10875855015652,170.2118797608744,-78.98377936394829,-149.39461657333277,-119.57674534136109,-54.36490877712463,144.8796076739933,-57.90531359104978
1563,-152.30152398505666,-82.91759324671723,-118.2249350318995,-76.66001712872118,128.210822604502,71.58776876665287,-167.88344131245026,79.67779634400888,40.68870220874081,163.47264732521148,-109.27657113282743,150.39806026385077,-104.08814513821925,-114.95915504915467,-74.99148649468445,163.47264732521148,-109.27657113282743,-133.6564791420015,-70.52103428537505,-169.89597940224982,-72.67028643063306,-162.49402859225546,-92.24170943312689,-69.50430251785707,141.51776486660046,-67.54601004477057
1564,-129.31445513462359,-65.55325796895451,-106.31052765567824,-55.51602675783916,69.52905592929586,58.2160621288664,-175.2031535795692,80.27235137332418,68.03138036190916,176.41012646157503,-101.67327674742388,175.8870009253979,-73.45003802128562,-115.02768130487667,-75.98320308806667,176.41012646157503,-101.67327674742388,-113.15316991572683,-68.28212040370603,-153.79870557321217,-82.67095401797023,-165.6002546675694,-113.47901868176638,-67.05526460642994,139.48099103426986,-76.58900461827257
1565,-131.587292136555,-82.87299647362777,-148.04713049367808,-86.75468935828302,82.8671906326573,54.472293418554834,-176.12726737310322,87.82632846791954,58.7297232334887,158.35798260332007,-69.57941163922405,178.27714573080186,-58.64171979037007,-129.52312003285556,-72.62874797868828,158.35798260332007,-69.57941163922405,-169.41209637649388,-95.92457590184083,-165.96220950114105,-69.59197720393881,-160.90518804466907,-110.09762651107683,-68.69293971671038,141.9056828484557,-75.72105648058678
1566,-137.64001768004377,-64.81721195605604,-145.23889980640226,-72.08310705494544,123.56080342033334,71.53471893041619,-170.77231569949356,70.03110185924257,25.477452147443316,-170.21918972026435,-59.66008156774949,170.253274213164,-90.02483875666728,-121.02275757723677,-80.35501457639755,-170.21918972026435,-59.66008156774949,-109.63876674073501,-83.12389121614653,-171.1974682875585,-78.72643360785251,-155.4589244461611,-114.20658411990834,-65.92330884549735,151.01782370885292,-77.85388675629706
1567,-137.57879802923156,-69.76499609204541,-115.54957453027127,-55.622019556445,121.48165025120473,64.33344966482255,-157.4919845647818,58.943682369433134,53.48118530837953,156.81612988987044,-80.05402055752296,156.2962928281848,-81.03362949444885,-122.64002315925268,-77.33657265825742,156.81612988987044,-80.05402055752296,-96.7527855581427,-76.27671118291616,-166.53045053410463,-73.69745123745327,-162.24880495490726,-103.95755695042737,-60.7306934783017,137.69995352655167,-58.75026348251422
1568,-115.48264881426842,-65.29554453392406,-118.18119169952024,-62.66654473003234,88.86162536291191,67.01019099912749,156.56105675881253,76.83078362840342,66.42071406397001,160.93775122270614,-109.34032243893499,165.76689199463178,-68.27937679699089,-135.47031686475393,-79.65392603667844,160.93775122270614,-109.34032243893499,-149.42510936126104,-147.47874852052237,175.90135623973705,-77.02262089088846,-177.11053781243857,-109.25937642286243,-58.26170811244915,142.03291892728743,-80.74938519660581
1569,-128.16936607566618,-73.98065370177886,-106.253607169338,-81.76558774157948,89.22468975228014,103.69989287930026,151.42504297926095,58.788172721404756,51.68497531385351,156.7815962796685,-97.73280558673812,157.0642180273947,-89.00200328560933,-127.04308363853355,-84.46839372325853,156.7815962796685,-97.73280558673812,-132.47428829256933,-134.6990069859674,161.53048723400548,-60.89532615944359,170.99927984597502,-118.29271363881777,-54.53907008467849,149.02113486914095,-60.25316885932108
1570,-117.76080349857813,-89.53933832828349,-113.7455591333117,-64.91537833706681,91.28846463905599,74.05035883772365,166.37364923814337,73.14565828949344,65.98543438372224,-178.86321720522645,-104.19900451038329,155.1266519893693,-69.47093940685205,-128.18953577228143,-74.29796177290918,-178.86321720522645,-104.19900451038329,-141.94669354411172,-83.52825564704087,174.8577068595929,-68.63343390364777,-168.05458387977123,-99.39163452901039,-54.10399850456428,141.06460377164785,-89.78786885072176
1571,-123.91239201988417,-79.85767860734481,-81.42626900645374,-57.926494170625325,96.17327877273303,75.37589164226925,170.36141870675152,62.86142142221538,53.33500035614161,160.0580940217855,-67.24413118512997,159.86621435696776,-101.97986314889084,-102.5563346865098,-77.96661195614426,160.0580940217855,-67.24413118512997,-127.05125194610619,-85.09278943856539,173.39664881978703,-67.76619660513487,-158.9101305464559,-114.79737714612216,-58.54708212400392,154.61563257498756,-55.11845246445252
1572,-119.31356185257508,-81.41588882633738,-133.39355433980342,-81.89221322679428,118.6251892763842,69.0788057448871,-158.71136712564788,75.6042178753049,32.154707250969274,164.82673823395663,-92.10274279246816,153.50587934918138,-74.54849934046122,-109.49598030575679,-75.11163766025786,164.82673823395663,-92.10274279246816,-136.76261389627163,-72.67539444112622,-172.21202985541018,-60.61908493719409,-156.0559039374313,-105.19911602912588,-74.97080895094238,133.2653512435913,-72.55464938206545
1573,-123.04540224314106,-66.41519134613624,-126.32238255343,-70.58316801479822,100.53265485131442,56.08318158942378,-166.61101428752292,65.84904913976891,63.21548052079612,155.06229701620128,-111.1805132645957,145.76612465730378,-73.2106735594496,-123.26388462040462,-69.08605399473272,155.06229701620128,-111.1805132645957,-109.13923112922231,-77.12656768546623,-154.10243006809108,-86.60699875635291,-147.72964906968824,-109.52442178621838,-63.2727740925004,151.89187579769737,-78.05441376288458
1574,-145.67763396342957,-69.31165548528908,-120.28328840265685,-74.57435586787322,94.6403129829741,63.78189592506741,-166.16285643351253,61.97017978647375,58.281078999567434,175.4723730411559,-70.2598927227045,164.89966522549597,-66.19918885460827,-129.11618078647516,-89.69855877304616,175.4723730411559,-70.2598927227045,-159.67361642027458,-97.73822346917188,178.65708748849246,-68.23722022057636,-158.55219887415257,-115.7571952902922,-63.61271519464365,145.5219937901279,-78.19190153946091
1575,-131.69390561632895,-81.61831603879988,-131.20224413780244,-75.23829263797039,84.72544180262815,72.07405447642194,-165.0084885863568,69.15364016542533,62.37411633815323,153.16173743502958,-57.67262218652441,170.58736497311142,-86.44965506106796,-113.4419344558308,-58.491755028417955,153.16173743502958,-57.67262218652441,-117.24175455224825,-72.7978907795753,-152.39419913200717,-75.12109715017444,-157.40116393398642,-107.95468603510794,-61.59298623331638,144.52886756554187,-66.5404007025216
1576,-124.73417585669968,-82.2482539726536,-133.60489633211822,-72.05001836034624,88.22917405401245,76.4126127116888,-167.34021725804925,81.28763981372762,65.0963891239014,146.6292686419543,-83.63121504232764,156.26371508893996,-83.28245558567758,-124.14538300365639,-74.65873543215811,146.6292686419543,-83.63121504232764,-125.34109994085915,-76.62049223127748,-155.24105143866777,-121.0076682453251,-159.4765490584855,-94.01557331084896,-64.1408243804249,151.5088039277869,-77.4566642507793
1577,-128.4015874768759,-87.555290057915,-115.06297087715704,-67.50003851400871,109.25809150548072,80.4834817175223,-158.26386537577937,67.08682185518727,71.79646183409285,161.85653273140704,-84.42939321015646,104.29062175963011,-67.64996240416684,-104.97000991719783,-68.28331680705821,161.85653273140704,-84.42939321015646,-119.62817701125553,-68.64711988270383,-174.8795337671884,-69.94701273832479,-178.86810948277935,-114.09572629341392,-57.23183961597504,164.06863153257723,-84.02759182064923
1578,-144.9104416691242,-85.75459448919344,-146.1477286751813,-93.15080808798314,110.08568370898324,70.9378285534566,178.03631511736577,78.91717091888648,34.21267064414873,169.11818034753384,-95.22246618189499,151.48300073970773,-73.19808808620783,-122.10192701569652,-70.10830057774258,169.11818034753384,-95.22246618189499,-116.74001356301865,-68.70220501059727,-177.3526486606016,-69.09039739773796,-166.24432080207433,-102.38157881974382,-68.76684611534336,147.80786687730662,-70.47976349749861
1579,-131.02311010260973,-88.60001318399469,-127.48004247506292,-62.48472493630348,119.38846415758083,80.47721035750085,-176.54638798358587,66.3259727600212,56.72627176612505,145.15897057404388,-75.46357696298595,141.4138391633801,-78.68855468136728,-104.34596088084746,-54.54652944260257,145.15897057404388,-75.46357696298595,-117.6996463835009,-69.48524463555175,-171.24195967676135,-82.2677744283768,-163.06474639029003,-107.06525469195338,-66.60097224595357,143.9360863022109,-59.5103753926839
1580,-124.24706164037521,-77.78895805295764,-119.36080480783754,-72.38479925335938,127.82898996650948,64.95262846337181,179.9317265515714,54.82534618400274,31.080089549476842,160.53883209341464,-107.96610053971817,176.43331809437495,-74.76862391506691,-129.0877207709638,-69.52605060730951,160.53883209341464,-107.96610053971817,-99.00139960501276,-69.41453004490526,174.10713399874882,-85.736593059271,-159.39519490783258,-96.96034602201836,-64.45708624657063,144.49901973314783,-74.76584098836786
1581,-120.54411907317213,-82.95414959711385,-110.41814292809592,-67.84011087165312,106.02211101286146,86.18915330298293,-179.0349679325087,73.40065378344103,50.05538625209724,167.9064868230007,-79.30931518807895,109.70734081924527,-67.71530403192122,-94.19985390134387,-65.67140467960814,167.9064868230007,-79.30931518807895,-139.6754693315165,-75.18522073532897,176.35532375141386,-77.7333417718834,-142.43896315827232,-110.42404014384411,-55.35115098980632,143.47861842147768,-74.65045956135974
1582,-120.41991420947943,-78.32313814329414,-114.68894900173035,-62.862097258308474,104.5150135134783,61.04779890570966,-157.25926529924246,68.81811564848293,55.9719314618852,147.58247359050623,-69.23207438620493,-178.78337257703555,-55.809680593076166,-130.8576207946307,-69.95042522274773,147.58247359050623,-69.23207438620493,-149.4005545996071,-138.05533478864797,-90.21688744996227,-63.95313291587759,-176.87321708589687,-116.21015122646536,-80.6973729868154,147.4603613933782,-79.95545514849022
1583,-125.85853459062345,-73.51033173181952,-111.42331984629037,-81.23743045728409,111.91393317412529,69.44920530192987,-164.89792148947663,85.01935346905151,54.42706327621537,128.86552108044376,-70.09154839254342,153.13537770834196,-69.91584090383634,-122.24443312499318,-75.50916085954137,128.86552108044376,-70.09154839254342,-126.62550779717827,-73.35587224850144,-148.9327923758398,-69.92088275525334,-164.2465406011887,-104.41536436097572,-64.30231079322888,121.26763220694139,-70.32541943047445
1584,-136.56246578726112,-86.3805926826027,-134.85616168337071,-99.84325390847442,80.89906780035733,59.527801218698635,-175.01114690258515,78.15227134711792,50.520921976260446,162.20392569639526,-73.8836735116255,154.55616313691527,-71.14175010312898,-104.36248386419255,-67.23118130557769,162.20392569639526,-73.8836735116255,-157.46367406379977,-77.21715810475499,176.36480991621738,-66.9273054045753,-138.71789811687606,-111.71615215665715,-70.08993118256907,138.1814349092373,-63.20389440950643
1585,-136.55969207544683,-86.71916667749328,-133.6721804438915,-76.34393774780207,98.41103680555264,63.475318142740804,-162.75741495886825,62.08250207332114,57.39278204493051,120.00912771943915,-74.13544810306705,154.45363655515428,-83.30074085349031,-96.90060064866917,-69.66038785596477,120.00912771943915,-74.13544810306705,-129.10395604278543,-49.47485000611201,178.61243464732257,-60.662420514375974,-119.21862612525767,-100.9557976350529,-77.14233583829696,143.3238990169234,-68.63598714399534
1586,-127.40811088407064,-73.39716861871638,-145.8544730191322,-175.84969785124085,74.07425415292745,48.26905789184032,175.95191578388264,77.48114948909279,68.14036040617235,170.83905335500066,-78.80932046198946,162.75302701037552,-75.79262003931393,-110.07830056307452,-79.38372292261984,170.83905335500066,-78.80932046198946,-141.675694980308,-63.87379389104936,-177.92523908378791,-63.446345369816285,-165.27057993926005,-115.00803387828637,-73.75677964930792,132.5939384617389,-72.73660587629352
1587,-127.35524754868977,-78.4514179898983,-154.64069166304935,-74.83289312360526,101.22560275279696,67.27403333457572,-156.68661748265703,69.44908341487353,54.99336015402258,167.34461376163685,-89.70100915991185,168.5253698170565,-99.7163414640541,-102.11246851546291,-76.77567886582925,167.34461376163685,-89.70100915991185,-122.2059454040666,-67.0935671932814,-138.14902944658874,-64.17954114934678,-157.19673650569544,-103.43037528184489,-80.0072908297781,131.98848516948027,-54.39630965864497
1588,-152.013025898133,-94.89279740251732,-136.11042325673702,-63.630790646098745,113.44866920576975,60.110984974414706,-160.94600799162603,75.86691654037095,49.69390298100158,158.17015390794856,-62.28513672997241,159.79835607541344,-65.15216014412188,-119.18289185771532,-73.32352110091408,158.17015390794856,-62.28513672997241,-133.21188779428368,-174.52255591964,-158.04003418139604,-70.12344996509977,-157.76456463108408,-98.11992684881739,-62.32192270986825,143.09304757896282,-62.40438248850845
1589,-115.52408720343705,-72.1563422985037,-136.31802222528486,-80.88482940578453,87.8448181207705,48.98917390978892,-161.6230695497911,71.59944393506511,54.16732151770367,97.6285060433891,-74.69232711205736,166.35111803561182,-53.04768334114355,-142.9558398396377,-73.99649125512869,97.6285060433891,-74.69232711205736,-154.7390673789548,-78.43797075025792,-168.43749731111055,-70.53540417896733,-170.8943893003618,-115.61392457224072,-57.45492940735328,140.57331120948368,-64.92699229865855
1590,-132.20248438679326,-81.46122384312017,-132.53665679015023,-70.4144878082998,108.73861260251608,66.64143491934108,-171.71400947672012,75.63881114577408,49.90190786848123,107.23568770318487,-84.04246152086802,179.03608660042477,-98.45696200523922,-129.44125747218382,-80.10025491099432,107.23568770318487,-84.04246152086802,-160.627252763717,-82.84134863038034,-156.8102423857955,-69.34326692089581,-163.8818916357542,-123.68889533806009,-76.23462779992788,144.03183763303872,-73.7652124711789
1591,-134.9902759461299,-82.15291505442188,-119.39471312072659,-74.89492627769425,112.40645007490733,54.827552104912336,-163.01247491078271,53.98073238280566,46.23259071620115,160.4056199932097,-77.11346960318221,171.83825918914832,-64.11673114813009,-129.75342775548532,-59.472901897813536,160.4056199932097,-77.11346960318221,-123.2443267270489,-48.03327755811146,179.81860011370455,-65.21745988668991,-159.14662561912087,-102.26643504752496,-66.01182155290705,138.3389216404149,-76.94096698958717
1592,-134.47558361385134,-71.35626914598816,-109.03181331896126,-75.6805596421441,111.20000019377703,76.3922618347479,-170.20154709498073,76.11630478807653,39.54723833026753,132.11248760342679,-64.90063950932036,144.78129034408434,-92.40076891941561,-113.04997619357266,-73.5368602476512,132.11248760342679,-64.90063950932036,-166.30573497166768,-95.5552507459082,177.9635385099496,-69.09153109409313,-165.8023381463491,-96.19424467279214,-64.87794088188315,149.03218884261702,-76.56501713644424
1593,-126.5111050730287,-72.09890411973315,-121.51089895123033,-78.23449194589236,99.92125925376756,84.45062884336443,175.57418421807856,63.98535902697201,39.91676032681079,165.57907218325377,-97.25317903349266,161.98111186031585,-112.28929272162127,-95.11768538427688,-69.69077457911634,165.57907218325377,-97.25317903349266,-127.51153912506636,-67.21919901805725,-164.09117948637532,-77.68122708956795,-171.0324683242262,-111.231790458091,-55.38923362279871,149.98215751579764,-88.80373552274459
1594,-92.78981074639358,-75.85588886999953,-127.09606584192987,-81.81504780869591,101.45136371313524,78.23675108496789,174.67542703207044,55.87227868383092,54.83299577054285,167.29910776075403,-97.11899982713784,159.672676055496,-105.69041154960024,-112.77002005933113,-71.29945266109966,167.29910776075403,-97.11899982713784,-120.63514098292637,-66.39362288715978,-169.02906848086278,-79.92826508471575,-143.46636916544603,-118.12408673564892,-54.445381336834224,148.9798189329715,-65.78332738509538
1595,-89.18382005973363,-80.49784047130461,-130.5505227305812,-70.97051976605236,98.99422995484564,70.48646350104399,-160.1468891098799,65.76869475940521,70.31186330802778,157.4078110753645,-83.07572344330418,157.82617027857333,-82.11903962661349,-116.30998961406524,-74.7715454934069,157.4078110753645,-83.07572344330418,-114.09085652788447,-64.36382988730428,-152.91391553064176,-74.38342443433369,-157.13978194038447,-109.96479983204269,-63.464083090278386,143.2019382471932,-60.99988771230829
1596,-124.1872974195473,-72.7063234612302,-121.28838365304043,-72.27892563760334,109.53976567355502,70.5838132343488,-177.62164818149745,59.82927791017654,50.76055382492185,160.33402927627677,-65.8791256035671,165.27398980512976,-101.41756186408149,-112.15632822729914,-77.42160334646164,160.33402927627677,-65.8791256035671,-138.17317760780858,-78.52402244886875,-169.81004568949945,-71.8665258716019,-157.79770661402608,-104.02579539520465,-72.09562493820417,141.4946612030275,-68.5626023705911
1597,-100.31647023906748,-79.20065021727439,-114.6708555690943,-59.15913011801623,105.8027000174999,67.95591697637171,-176.35304035556757,72.65829459944368,38.238154834578225,145.76782362504144,-83.98419995112769,169.4362435193792,-93.9232863387242,-131.11093261651135,-63.927059331298715,145.76782362504144,-83.98419995112769,-107.31822245005587,-80.63810344728721,-161.69490818655075,-54.06292097795387,-163.60147128538728,-114.41014819282007,-75.66665513492232,137.59506004328478,-82.87661280779693
1598,-129.40830608809955,-78.5971477661502,-137.97505226079184,-64.77297936328107,113.70307466606053,60.67464806596771,169.13538219268057,69.63199602665658,44.40939803439391,100.67922701854157,-92.45474792049598,159.11841786320923,-68.47153622875466,-111.42010374075892,-79.56068720017917,100.67922701854157,-92.45474792049598,-141.95747765257434,-75.01398957245675,169.37923764459273,-47.47715426928673,-158.2180403811758,-111.4673438798137,-61.81350954436121,145.1521854060517,-58.20670336748516
1599,-124.69043394145179,-68.45209728437071,-115.91463493051243,-94.95210522615065,103.88932072966081,84.99836039745554,-160.89094147588634,75.44029391250038,50.756010193047906,140.3188942286925,-71.56068446904465,120.18042882873321,-68.42766062506585,-106.93597707029494,-73.76969848793149,140.3188942286925,-71.56068446904465,-113.06468590241407,-74.52910804635863,-152.9926535900258,-74.02693134330148,-155.3200815879768,-115.66412349427794,-73.22901906711009,133.56118220589073,-57.87461669481211
1600,-99.1397472264523,-68.61752708302875,-100.57314921003692,-63.299190243576454,73.98755190026598,58.95890946466799,174.83241551891805,95.06782154065742,53.860426962757735,170.526885471133,-90.57577468426031,153.7485048791627,-74.60381171787272,-94.44311143807762,-86.93388036058577,170.526885471133,-90.57577468426031,-144.0634698873752,-150.5758272122465,-163.69409988611912,-77.28127016606832,-139.80390083083745,-106.74079495407157,-68.7530380773328,141.32007486402443,-70.10662539811756
1601,-135.7175071994873,-68.55111953654676,-118.02133402308306,-54.3880698311064,83.14965997718704,69.66460835433635,-166.2464424618784,62.49939373661126,57.25368768801269,176.25553012740792,-69.7330126276398,170.8623208515142,-65.89351000556746,-126.787815419179,-79.26831181462077,176.25553012740792,-69.7330126276398,-124.2793078495613,-71.59178553083652,-156.19767429624883,-48.037588912000935,-162.41314574433537,-103.05956835580494,-72.84323786735678,147.51645344087723,-77.6513933502622
1602,-111.57568297562372,-75.70428239831972,-117.10193761543752,-78.69033225698969,88.4388303942476,72.52939030779888,-170.62671689380392,68.70727082724197,48.875360800381024,-177.79974492085077,-96.35111294200615,159.26024684097374,-68.65948172949906,-109.85013649020907,-87.36622523858807,-177.79974492085077,-96.35111294200615,-113.72980634933523,-71.41085405730072,-157.8712918093326,-65.20195958928188,-141.58609207973055,-104.36928078888135,-68.60151658513841,138.20867640232765,-66.36567740455118
1603,-101.6386217673793,-89.02603601105767,-87.02308670739254,-60.162924031967634,87.09853518641987,85.2720679172341,-143.01825922571854,80.07931822943047,38.32291607919281,115.05190722794265,-85.76910897923139,150.55262284362084,-75.05956944068335,-121.72945367423696,-75.73994059539315,115.05190722794265,-85.76910897923139,-149.33446986467987,-84.09066837247519,-116.50750341458274,-57.715430471400246,-175.85560329680885,-106.14956264924562,-79.26585897592224,142.0315108494066,-78.48504261668018
1604,-132.86752452213435,-68.3568744091061,-126.97873059752692,-65.85218098017288,94.26505731034767,69.84713818635775,-156.9807943143597,75.18600635454702,58.31168098108069,158.91770248581844,-87.58327159630416,172.0420609763863,-100.63531076604193,-107.78081547425367,-69.63285721418167,158.91770248581844,-87.58327159630416,-100.0592162843599,-81.28490957451405,-152.52438499410587,-56.643631649296815,-173.80383689024188,-105.89023935468745,-70.50729599535113,141.32924633363945,-64.14904410914644
1605,-115.63446067969002,-53.14862719279379,-142.73088608539166,-82.55593411326149,89.53509813322681,69.91518258157012,-165.2925978609698,74.73933082969917,41.09522588007305,159.95189685271697,-100.20436503695255,156.27885427099824,-87.30091367086342,-100.4262354031817,-83.89375072481867,159.95189685271697,-100.20436503695255,-132.79182649374874,-73.54960901310628,-148.79586468323996,-70.36062577782145,-139.30098574992223,-128.53580617557563,-72.34242158506774,149.67971469695627,-71.0048214056955
1606,-124.00771779252186,-72.84922341310174,-113.3940996839478,-54.60508546189537,93.86375121513946,79.34887965919164,-149.24815386997017,72.83064261414546,54.26261554390528,167.28083694851932,-104.32009867058527,159.2653027364601,-84.10828578056807,-127.27260148783651,-87.41924639438014,167.28083694851932,-104.32009867058527,-125.3780395755476,-75.49955813028855,-121.98246458465721,-61.86353606399929,-163.41599704606972,-100.70848265613752,-74.00172117333139,139.4014646675218,-80.06574672035835
1607,-131.424951437218,-88.68004978984689,-94.6102947296825,-63.03775611546696,94.68927421097803,73.58434668186291,-162.37846368402444,76.69527565937125,52.42942904829232,164.1281208312705,-91.75802959084173,158.98449305791505,-71.61700512526463,-132.95147843702918,-85.35523935275238,164.1281208312705,-91.75802959084173,-108.21899055904193,-69.63819127475927,-154.98826838930145,-81.43368658934122,-151.25986700550484,-105.69458390915639,-75.42610817732537,149.41793810741694,-71.25287446483094
1608,-155.99008781096396,-94.09930417092035,-99.86184366729739,-79.63541747304757,84.67502274437051,76.4488397902363,-131.56054003819463,67.78322156718295,45.34650469682331,150.0435865262835,-111.15063146511515,149.755852366151,-73.09441564533786,-140.85342558381134,-85.72359180827209,150.0435865262835,-111.15063146511515,-137.5003917838929,-62.79880657873351,-129.83426771521252,-65.38217859106338,-165.28658574877252,-123.2595287530962,-66.70185025544579,136.4811032140624,-62.19458354570146
1609,-123.05811227690774,-71.7978378048887,-101.3033420717371,-72.63798737130648,96.07191015212997,72.42936451631991,-135.13256645705195,73.3758704622768,43.09508879140851,161.58950984905383,-68.7669058720124,165.56566552631583,-84.81267461410805,-136.61325320526993,-64.95622136190049,161.58950984905383,-68.7669058720124,-110.784851236939,-70.7139470304302,-126.00966531934408,-58.84167124675712,174.34087575478551,-118.12582109299163,-54.23358598040883,142.5832400135297,-74.84932566471979
1610,-128.7520429013067,-84.09226040599185,-106.77653522589738,-59.766843343195994,68.81529608748501,90.64583825266342,-152.7836759188997,73.51694702188782,54.861250732522656,165.9820240442849,-90.95642846345129,177.55551654874674,-87.83158070578993,-129.12476594062116,-107.07488084422094,165.9820240442849,-90.95642846345129,-142.81418089259742,-65.48014547993192,-129.76611297695533,-67.90123188713208,-158.8398516555217,-109.8961641871822,-61.84751691727672,136.01560811130906,-68.19615017324197
1611,-129.2938292830622,-76.51213578735022,-155.4065217677448,-84.04446529745684,107.56747746184452,66.16568971108002,-161.25757863246017,70.73938526676343,52.45024205087781,132.55976216412233,-60.31551125292077,171.1841462073777,-69.8652947902708,-113.6427236789164,-76.11399303317616,132.55976216412233,-60.31551125292077,-118.78798116452212,-74.84850527979381,-122.30739994670553,-71.31865590175384,-159.17022017978644,-114.05713104851893,-62.307978161822255,133.1739634053522,-69.17117042019623
1612,-128.1948085365208,-61.52174220216885,-136.93863241513304,-75.68218890237254,100.98328277449322,55.112299826613,-173.5173669227606,61.18033510582934,70.3255981187866,123.23313396719031,-88.08142242143376,163.4695627778575,-73.76188045006288,-107.66658378420586,-63.86427948390728,123.23313396719031,-88.08142242143376,-115.86455820952894,-74.20709119793338,-172.05480624016818,-62.664610509987064,-174.2627557876476,-118.22711152628537,-67.77818755332089,146.03127959054567,-59.48265640794143
1613,-108.1706473620057,-65.76599431622692,-120.94621149549786,-70.203801262016,89.43589587524947,69.28484024603037,-170.24341240317938,51.65990525389184,54.95349491703444,119.0331594612293,-84.34686918212736,157.8222139095124,-61.21990649766945,-94.43329745081371,-67.0683825357149,119.0331594612293,-84.34686918212736,-125.06658250794099,-67.92689845601535,167.88964584335343,-60.541270246655664,-148.63185711629072,-107.58275701757672,-77.59685683197318,162.61285629985403,-51.65515641639425
1614,-150.98714023175268,-89.4423501500373,-110.05053985620583,-54.15093576318771,91.63849398644268,67.159394127395,-163.9644392091248,66.9485410639616,64.77647743513185,151.41617754270206,-83.50900213967583,167.73753841037197,-74.45750836172513,-123.89472325997244,-70.7676797763683,151.41617754270206,-83.50900213967583,-105.19045269859346,-59.45063723809699,-152.67351152908404,-63.22515717886471,-155.75574083650395,-108.66191101334745,-66.79937054383969,123.45052682794294,-67.9484971442472
